"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"DUSTINVAUGHAN","Dustin Vaughan","QB",0,NA,1,"DAL",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"DWAYNEALLEN","Dwayne Allen","TE",96.5497716953133,5.22368147055808,1,"IND",168,154.7,18,116.18,95.1,104.3,66.1,NA,93.5,109.7,102.3,94.8,105.2,83.7,97.2,50.5,93.8,NA,69,94.0883095238095,96.5497716953133,-20.1827563858768,17.8,18.329006195969,1.1,0,0.55,1.1,133.5,0,170,3,226,NA,NA,0.55,1,6.77536609093639
"DWAYNEBOWE","Dwayne Bowe","WR",125.009618107417,4.28347558267005,4,"KC",121,103.8,40,135.19,122.2,114.1,114.7,NA,124.97,133,138.2,115.8,119.9,134.6,96.9,103.8,142.8,NA,119.4,126.409226190476,125.009618107417,-36.4658130914246,13.6,13.2437346580301,1.2,6,3.6,6,116.8,2,121.6,4,112,102.9,10.1,3.6,1,5.44673737166631
"DWAYNEHARRIS","Dwayne Harris","WR",30.3262787112346,4.52382760444554,1,"DAL",341,NA,141,20.57,NA,NA,NA,NA,16.4,34.9,NA,26.4,6.7,22,33,2.9,44,NA,9.16,24.6228571428571,30.3262787112346,-131.149152487607,NA,13.2763968087061,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"EARLBENNETT","Earl Bennett","WR",48.8305522293232,7.76432872886867,1,NA,270,NA,107,3.76,57.5,NA,NA,NA,43.14,NA,NA,NA,NA,NA,NA,NA,76.2,NA,NA,26.0516666666667,48.8305522293232,-112.644878969518,NA,30.7343304248957,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,2.07944154167984
"EDDICKSON","Ed Dickson","TE",36.2801842309183,4.94775701118173,1,"CAR",314,NA,55,25.99,60.7,49.6,NA,NA,34.91,29.4,9.1,50,45.2,24.5,20.7,NA,NA,NA,23.5,34.3151818181818,36.2801842309183,-80.4523438502718,NA,15.5602816637279,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"EDDIELACY","Eddie Lacy","RB",286.402436219729,4.31257588327717,72,"GB",27,5.3,5,312.33,306.9,255.5,284.1,282.4,277.42,317.5,265.4,278.6,288.4,282.1,303.1,246.3,233.6,NA,221.2,288.973141025641,286.402436219729,76.0333452940389,1.3,28.3327848966528,60.9,55,57.95,60.9,5.3,50.4,8.8,49,6,5.5,1.5,57.95,57,8.19863945529737
"EDDIEROYAL","Eddie Royal","WR",73.7366459225692,3.45158951089686,1,"SD",207,192,81,103.12,79.2,43.4,71.4,NA,63.95,98.6,64.6,48.4,39.4,59.4,64,87.5,80.9,NA,56.71,72.3971753246753,73.7366459225692,-87.7387852762725,1,19.4161762172962,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,1.09861228866811
"EDWINBAKER","Edwin Baker","RB",21.6096989427291,10.4943339900966,1,"CLE",389,NA,115,138.2,13.7,7.9,23.1,NA,14.18,60,NA,NA,NA,18,1.4,NA,NA,NA,NA,30.0746666666667,21.6096989427291,-188.759391982961,NA,45.4420095129103,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"EJMANUEL","EJ Manuel","QB",268.023153929019,5.30888391247926,1,"BUF",30,173.9,25,225.17,248.52,221.54,219.12,NA,230.926,238.72,253.22,246.9,236.2,264.54,249.6,286.34,261.12,NA,239.98,270.061502813853,268.023153929019,-100.463488895076,18.5,18.4061664368521,1,0,0,0,NA,0,170,3,234,NA,NA,0,1,0
"ELIMANNING","Eli Manning","QB",285.497521082898,6.50049025781771,2,"NYG",28,146.6,23,174.96,271.34,268.98,265.18,NA,262.96,221.9,251.14,255.6,254.8,263.5,245.5,301.08,266.86,NA,228.41,284.224288961039,285.497521082898,-82.9891217411969,20.1,29.323512871804,1.1,2,1.55,2,132.4,1.8,123.1,3,157,NA,NA,1.55,1,3.2188758248682
"EMILIGWENAGU","Emil Igwenagu","TE",1.54,NA,1,"PHI",606,NA,124,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,1.54,-115.19252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"EMMANUELSANDERS","Emmanuel Sanders","WR",145.457233594436,4.83982027583962,5,"DEN",101,82.3,30,145.67,156.2,163.8,144.6,NA,151.53,140.5,132.9,139.1,150.6,136.5,158.4,90.5,144.9,NA,132.42,145.634371212121,145.457233594436,-16.0181976044054,15,17.5564931790848,1.7,7,4.35,7,103.7,6.2,84.7,11,77,67,9.1,4.35,5,8.98857087621512
"ERICDECKER","Eric Decker","WR",139.225058037137,4.67798473236949,8,"NYJ",105,77.2,32,89.35,135.1,144.8,143.5,NA,140.37,181.8,132.5,142.8,132.2,143.5,146,115.3,149.3,NA,135,139.714401515152,139.225058037137,-22.2503731617047,11.5,20.0171521505878,2.1,12,7.05,12,93.2,4.8,90.7,10,92,90.7,9.5,7.05,3,8.1892445257359
"ERICEBRON","Eric Ebron","TE",86.3497713140427,5.00936252490995,1,"DET",192,167.4,21,NA,91.7,106,78.2,NA,96.99,79.8,75.7,79.2,84.7,85,72.5,73.7,90,NA,77.4,86.2118398268398,86.3497713140427,-30.3827567671474,22.9,9.89332823622787,1.5,0,0.75,1.5,128,1.7,138.4,2,149,126.9,16,0.75,1,1.38629436111989
"ERICPAGE","Eric Page","WR",1.17422871668248,3.05388349177386,1,"TB",616,NA,233,4.1,NA,NA,NA,NA,3.3,-1.5,NA,14.8,0.7,6.5,1.2,NA,NA,NA,NA,0.136666666666668,1.17422871668248,-160.301202482159,NA,5.35719365055285,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ERICWEEMS","Eric Weems","WR",-0.18,3.03206740007123,1,NA,799,NA,279,-0.36,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5825,-0.18,-161.655431198842,NA,5.23966124859232,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ERIKLORIG","Erik Lorig","RB",16.9450977653977,3.76982529066751,1,"NO",412,NA,121,27.51,20.3,16.9,NA,NA,18.6,NA,NA,NA,NA,1.7,4,NA,NA,NA,11.33,14.637619047619,16.9450977653977,-193.423993160292,NA,9.21427128090416,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ERIKSWOOPE","Erik Swoope","TE",0.4,NA,1,"IND",632,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.4,0.4,-116.33252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"EVANRODRIGUEZ","Evan Rodriguez","RB",0,NA,1,"BUF",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"EVANROYSTER","Evan Royster","RB",5.9504959343846,2.73537448336766,1,"WAS",536,NA,164,NA,10.3,NA,NA,NA,7.74,9.3,NA,NA,NA,1.1,8.5,NA,NA,NA,NA,5.27714285714286,5.9504959343846,-204.418594991305,NA,3.64125253175333,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"FELIXJONES","Felix Jones","RB",9.95,NA,1,NA,473,NA,147,21.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95,9.95,-200.41909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"FENDIONOBUN","Fendi Onobun","TE",0,NA,1,"JAX",648,NA,134,NA,NA,NA,NA,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6325,0,-116.73252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"FOZZYWHITTAKER","Fozzy Whittaker","RB",14.6090852926369,5.02642584832324,1,"CAR",432,NA,128,26.14,NA,NA,NA,NA,NA,NA,NA,NA,5.7,8.5,NA,NA,39.8,NA,NA,16.029,14.6090852926369,-195.760005633053,NA,15.9841035615597,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"FRANKGORE","Frank Gore","RB",212.67094087911,5.34165189263619,17,"SF",52,46.7,18,176.61,219.5,197.5,228.1,NA,216.18,254,231.2,200,199,200.2,212,137.4,176.5,NA,159.6,209.227524891775,212.67094087911,2.30184995342066,8.7,30.5315850597989,6.6,22,14.3,22,68.5,16.4,40.2,21,48,42.8,6.2,14.3,16,9.52821211559102
"FRANKSUMMERS","Frank Summers","RB",15.6297400977781,3.85730698883482,1,"BUF",424,NA,126,18.02,29.8,14,NA,NA,21.9,NA,NA,6.2,1.6,5.6,1.4,NA,NA,NA,13.41,12.6168888888889,15.6297400977781,-194.739350827912,NA,9.68557174357818,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"FREDDAVIS","Fred Davis","TE",-0.15,NA,1,"WAS",797,NA,155,9.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,-0.15,-116.88252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"FREDJACKSON","Fred Jackson","RB",171.342211008259,5.54065055785526,5,"BUF",77,81.1,32,166.94,194.1,170.6,147.5,NA,168.62,217.4,174.8,161.3,183,169.4,190.5,110.8,145.6,NA,121.2,172.717965367965,171.342211008259,-39.0268799174311,12.5,28.1109745883648,2.2,7,4.6,7,117.8,3.5,100.2,10,98,91.7,10.8,4.6,1,7.95014988765202
"GALEGILBERT","Gale Gilbert","QB",0,NA,1,NA,648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GARRETTCELEK","Garrett Celek","TE",3.00001564795646,2.5860226513888,1,"SF",576,NA,113,0.62,NA,NA,NA,NA,6.91,0.5,NA,5.2,NA,2.5,NA,NA,NA,NA,NA,2.20142857142857,3.00001564795646,-113.732512433234,NA,2.83663180550455,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"GARRETTGRAHAM","Garrett Graham","TE",84.3701196454114,4.78815540299594,2,"HOU",196,160.6,22,88.27,86.3,95.6,58,NA,84.31,112.4,90.7,83,79.6,76.8,97.6,69.6,91.2,NA,78.9,85.8815833333333,84.3701196454114,-32.3624084357787,18.3,13.0356543186939,1,1,1,1,137.2,0,170,2,231,NA,NA,1,1,2.30258509299405
"GARYBARNIDGE","Gary Barnidge","TE",16.4700284269395,3.22969095176114,1,"CLE",416,NA,73,NA,NA,NA,NA,NA,20.59,16.8,9.1,8.3,19,6,11.5,NA,NA,NA,22.7,12.7455555555556,16.4700284269395,-100.262499654251,NA,6.3043418994939,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"GAVINESCOBAR","Gavin Escobar","TE",42.7005312330034,4.50505102940169,1,"DAL",287,181.5,46,NA,51.2,NA,NA,NA,36.51,30.1,63.9,43,52.4,36.5,37,44.1,43.6,NA,34.7,44.1609090909091,42.7005312330034,-74.0319968481867,18.5,9.74499918373055,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"GENOSMITH","Geno Smith","QB",238.623749300393,5.38383487451419,1,"NYJ",43,170.8,28,194.31,234.74,211.98,182.86,NA,205.536,191.74,231.74,263.1,226.8,173.5,235.5,225.84,204.88,NA,232.18,232.500472510823,238.623749300393,-129.862893523702,14,24.6194212075225,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1,0
"GERELLROBINSON","Gerell Robinson","TE",8.48,NA,1,"DEN",492,NA,87,NA,NA,NA,NA,NA,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,8.48,-108.25252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GIOVANIBERNARD","Giovani Bernard","RB",244.465133954233,4.99306372685321,44,"CIN",39,17.2,12,206.13,287.7,246.8,234.9,253.3,255.77,211.6,258.4,251.1,266,253.9,269,196.6,212.1,NA,174.2,246.665548076923,244.465133954233,34.0960430285431,4.8,31.4605192491887,38.8,38,38.4,38.8,19.4,26.6,30.3,35,21,16.7,3.2,38.4,33,8.85879510585745
"GOLDENTATE","Golden Tate","WR",137.512885608972,4.80780567802816,7,"DET",108,81.5,34,150.21,160.8,148.5,157.1,NA,147.69,131,114.1,123.7,136.8,142.1,121.1,113.5,137.3,NA,121.67,138.934637445887,137.512885608972,-23.9625455898699,16.3,15.6499030120226,2,10,6,10,96.4,5.9,83.4,9,83,78.9,9.2,6,1,7.38585107812521
"GREGJENNINGS","Greg Jennings","WR",116.225090786287,5.18534616013798,1,"MIN",134,120.8,48,90.11,97.3,108.9,112.4,NA,107.8,146.9,110.9,104,130,116.5,136.5,109.7,119,NA,119.5,117.992143939394,116.225090786287,-45.2503404125546,20.2,15.0329252744665,1,1,1,1,NA,1.6,120.4,4,154,NA,NA,1,1,5.52146091786225
"GREGJONES","Greg Jones","RB",4.52,NA,1,NA,558,NA,171,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,4.52,-205.84909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GREGLITTLE","Greg Little","WR",41.2544997394134,6.2018885395651,1,"OAK",292,NA,117,28.7,74.8,39.7,50.2,NA,60.08,45.1,NA,38,18.3,26.2,14.5,11,78.1,NA,NA,41.0841904761905,41.2544997394134,-120.220931459428,NA,22.3168122519976,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"GREGMCELROY","Greg McElroy","QB",0,NA,1,"CIN",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"GREGOLSEN","Greg Olsen","TE",130.467117632785,4.35370130764905,7,"CAR",116,83.6,7,158.14,120.9,129.1,128.2,128.2,129.63,128.9,131.6,113.4,141.7,140.9,136.8,93.3,124.1,NA,121,131.167881410256,130.467117632785,13.7345895515947,13.3,14.3607833384965,3,9,6,9,61.7,3.7,83.3,8,72,86.2,12.6,6,3,8.81714962474341
"GREGSALAS","Greg Salas","WR",9.045,NA,1,"NYJ",483,NA,191,NA,NA,NA,NA,NA,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.045,9.045,-152.430431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GRIFFWHALEN","Griff Whalen","WR",32.2253067973623,5.47441905328008,1,"IND",330,NA,135,26.53,40.6,18.2,NA,NA,29.4,61.7,NA,NA,2.4,NA,NA,NA,30.5,NA,NA,30.332619047619,32.2253067973623,-129.250124401479,NA,18.3976301527695,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"HAKEEMNICKS","Hakeem Nicks","WR",107.966534083982,5.23125958218581,2,"IND",148,125.1,54,124.46,109,118.3,109.5,NA,110.53,114.8,86.6,109.2,85.8,108.3,112.5,93.8,122.5,NA,97.4,110.128467532468,107.966534083982,-53.5088971148598,23,12.1641065624048,1.3,2,1.65,2,122.4,1.7,123.7,3,131,108.1,13.3,1.65,1,1.94591014905531
"HARRYDOUGLAS","Harry Douglas","WR",102.897313936992,5.53824765618341,1,"ATL",156,161.4,59,76.62,103.8,129,88.9,NA,109.76,98.9,113.7,98,97.5,95.1,108.3,98,103.4,NA,94.3,104.207952380952,102.897313936992,-58.57811726185,25.7,12.228450343449,1,1,1,1,NA,0,170,0,203,NA,NA,1,1,0.693147180559945
"HEATHMILLER","Heath Miller","TE",100.842139763799,4.93431418990019,2,"PIT",158,143.4,15,75.65,115.7,114.5,87.4,NA,107.54,105.5,111,90.3,109,91.3,89.6,87.7,97.7,NA,93.2,100.148892857143,100.842139763799,-15.8903883173911,20.3,12.2079710268909,1,1,1,1,134,2,134.8,3,155,128.8,16,1,1,5.26269018890489
"HENRYHYNOSKI","Henry Hynoski","RB",8.9700927888355,3.29305893668812,1,"NYG",484,NA,149,NA,21.1,5.1,NA,NA,13.1,NA,NA,NA,NA,3.4,NA,5.4,NA,NA,9.65,8.73571428571429,8.9700927888355,-201.398998136854,NA,6.64573171291168,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"HENRYJOSEY","Henry Josey","RB",0,NA,1,"PHI",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"ISAACREDMAN","Isaac Redman","RB",0,NA,1,NA,648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"ISAIAHCROWELL","Isaiah Crowell","RB",37.3901929904311,3.37624313124646,1,"CLE",308,192,92,NA,71.9,36.1,37.7,NA,49.78,32.5,NA,22.6,13.9,31.4,22.5,NA,NA,NA,36.3,36.2566666666667,37.3901929904311,-172.978897935259,3,16.2018111470429,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"ISAIAHPEAD","Isaiah Pead","RB",16.9720943031003,5.22012521102828,1,"STL",411,NA,120,26.45,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,44.9,NA,NA,10.1572222222222,16.9720943031003,-193.396996622589,NA,17.0276429666587,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ISAIAHWILLIAMS","Isaiah Williams","WR",0,NA,1,"TEN",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACEAMARO","Jace Amaro","TE",62.9695345865317,5.02860922665258,1,"NYJ",228,178,30,NA,87.6,82.8,61.8,NA,69.84,89.4,18.6,40.4,59,58.3,57,26.2,61,NA,43,60.2589110889111,62.9695345865317,-53.7629934946584,13.1,21.8730573056771,1,1,1,1,NA,0,170,0,247,NA,NA,1,1,3.46573590279973
"JACKDOYLE","Jack Doyle","TE",0,NA,1,"IND",648,NA,134,NA,NA,NA,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98333333333333,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACKIEBATTLE","Jackie Battle","RB",22.0173590119884,5.32707770611122,1,"TEN",387,NA,114,21.9,63.4,8.2,NA,NA,35.8,26.9,NA,26.5,2.5,22,3.3,12.9,NA,NA,9.57,22.218455988456,22.0173590119884,-188.351731913701,NA,17.603840748283,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBHESTER","Jacob Hester","RB",0,NA,1,"DEN",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACOBTAMME","Jacob Tamme","TE",27.3498572033866,4.0404672750641,1,"DEN",358,NA,63,25.31,NA,NA,NA,NA,23.43,51.9,29.4,23.6,23,23.6,39.5,NA,NA,NA,17.2,28.8722222222222,27.3498572033866,-89.3826708778035,NA,10.6723327398986,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBYFORD","Jacoby Ford","WR",18.4279295994671,3.97497092155455,1,"NYJ",402,NA,168,-0.43,NA,26.4,NA,NA,23.75,8.6,27.5,NA,3.4,17,20.2,2.6,15.5,NA,NA,14.1265,18.4279295994671,-143.047501599374,NA,10.3194765155775,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBYJONES","Jacoby Jones","WR",49.9503449347044,5.89895547562516,1,"BAL",266,NA,105,3.58,63.5,52.6,NA,NA,60.27,52.8,66.9,30.5,15.9,43.1,24,39.3,70.8,NA,34.98,47.1856818181818,49.9503449347044,-111.525086264137,NA,20.6847852545208,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACQUIZZRODGERS","Jacquizz Rodgers","RB",85.4054761709269,5.07532195881899,1,"ATL",194,181,64,98.85,85.1,69.9,64.2,NA,76,116.7,89.3,79.1,88.6,73.7,54,124.4,79,NA,65.9,86.5916742424242,85.4054761709269,-124.963614754763,15.4,19.6134810808762,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1,0
"JAKEBALLARD","Jake Ballard","TE",0.35,3.79201369965679,1,"ARI",636,NA,131,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,3.65,0.35,-116.38252808119,NA,9.33380951166243,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"JAKELOCKER","Jake Locker","QB",259.162153343082,7.50125891568365,1,"TEN",35,160.7,27,291.19,282.92,238.66,193.72,NA,220.09,172.92,157.36,250.6,232.4,259.32,233.3,258.64,291.14,NA,263.92,264.697244588745,259.162153343082,-109.324489481013,18.9,41.5481428685348,1,0,0,0,NA,0,170,3,240,NA,NA,0,1,4.14313472639153
"JAKEOCONNELL","Jake OConnell","TE",0,NA,1,"DEN",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JALENPARMELE","Jalen Parmele","RB",4.73,3.30191990543088,1,"ARI",554,NA,170,-0.24,12.6,NA,NA,NA,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.435,4.73,-205.63909092569,NA,6.69346945412716,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JALENSAUNDERS","Jalen Saunders","WR",27.7817462011853,5.38871890271055,1,"NYJ",354,NA,147,NA,50.6,38.6,NA,NA,36.45,NA,12,10.4,NA,15.5,2.7,NA,NA,NA,NA,20.78125,27.7817462011853,-133.693684997656,NA,17.9359276314329,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JAMAALCHARLES","Jamaal Charles","RB",325.60757601225,5.56567751877501,76,"KC",19,1.9,1,361.97,354.2,318.5,312.9,323.2,327.93,331.4,329.7,322.1,322,332.5,373,232.3,241.8,NA,247,325.348240384615,325.60757601225,115.238485086561,0.9,42.3152531881939,64.7,58,61.35,64.7,1.9,58.1,4.1,55,2,2.6,1,61.35,81,10.3420327639125
"JAMARNEWSOME","Jamar Newsome","WR",0.95,2.72887638935574,1,"KC",619,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1.9,NA,NA,NA,NA,2.225,0.95,-160.525431198842,NA,3.60624458405139,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JAMESCASEY","James Casey","TE",10.5681018943395,3.36012436903245,1,"PHI",465,NA,82,8.76,NA,NA,NA,NA,15.06,4.6,NA,19.8,2.4,3.6,NA,NA,NA,NA,NA,9.01666666666667,10.5681018943395,-106.164426186851,NA,7.00704122056283,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JAMESDEVELIN","James Develin","RB",5.94998870996167,3.18279503082438,1,"NE",538,NA,165,NA,16.2,8,NA,NA,12.1,NA,NA,NA,3.2,1.7,NA,NA,NA,NA,NA,6.86666666666667,5.94998870996167,-204.419102215728,NA,6.05169397772227,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JAMESHANNA","James Hanna","TE",14.2432100810483,3.85309383478268,1,"DAL",435,NA,78,30.03,NA,NA,NA,NA,19.3,9.5,NA,9.5,1.9,13.3,3.8,NA,NA,NA,NA,12.3557142857143,14.2432100810483,-102.489318000142,NA,9.66287372221269,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JAMESJONES","James Jones","WR",107.287469159323,6.95516431044554,1,"OAK",150,142.2,55,28.13,96.6,100.7,111.7,NA,105.33,154.2,119,100.8,118.2,114,117,104.2,111.1,NA,88,105.795832251082,107.287469159323,-54.1879620395189,26.2,26.8948644552438,1,1,1,1,NA,1.2,143.1,3,169,NA,NA,1,1,7.50384074669895
"JAMESSTARKS","James Starks","RB",86.4498128893564,5.46277420128643,1,"GB",191,158.1,63,73.78,109.6,85.5,85.8,NA,89.51,103,75.1,70.9,84.2,59.8,82,91.3,96.3,NA,54.18,86.4350281385282,86.4498128893564,-123.919278036333,22.4,15.3793946100433,1,1,1,1,NA,1.1,140.9,3,195,NA,NA,1,1,0
"JAMESWHITE","James White","RB",89.8500022840351,6.30434545985342,1,"NE",178,154.5,57,NA,127.6,89.5,53.3,NA,80.3,81.3,72.7,73.5,124,61.3,101.3,NA,62.2,NA,77.19,86.7908333333333,89.8500022840351,-120.519088641655,23.2,23.4861785757264,1,1,1,1,NA,0,170,0,210,NA,NA,1,1,0
"JAMESWILDER","James Wilder Jr","RB",2.55,2.36137213394303,1,"CIN",586,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.4,NA,NA,NA,NA,NA,2.55,2.55,-207.81909092569,NA,1.62634559672906,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JAMESWRIGHT","James Wright","WR",0.85,NA,1,"CIN",622,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,0.85,0.85,-160.625431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JAMIZEOLAWALE","Jamize Olawale","RB",0.5,2.70262608539769,1,"OAK",630,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.5,NA,NA,NA,NA,NA,1.96666666666667,0.5,-209.86909092569,NA,3.46482322781408,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JAREDABBREDERIS","Jared Abbrederis","WR",0,NA,1,"GB",648,NA,239,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66,0,-161.475431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JAREDCOOK","Jared Cook","TE",92.1619846988733,4.93312590844276,1,"STL",174,169.7,19,138.38,85.7,102.6,81.1,NA,91.31,96.7,99,87.5,102.5,81.2,85.3,80.4,93.1,NA,79.8,95.1219761904762,92.1619846988733,-24.5705433823168,17.7,15.3184437600812,1.3,0,0.65,1.3,130.5,0,170,2,224,NA,NA,0.65,1,5.23644196282995
"JARIUSWRIGHT","Jarius Wright","WR",49.4496320443564,5.92809886811891,1,"MIN",268,NA,106,57.24,50.9,32,NA,NA,33.13,82.2,8.8,61,66.5,53.4,15,53.3,54,NA,30.9,47.1959065934066,49.4496320443564,-112.025799154485,NA,20.8417928875908,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
